2015-06-09 14:05:43	SQLSTATE[HY000] [2003] Can't connect to MySQL server on '192.168.110.218' (110)
2015-06-09 14:08:51	成功插入92条数据!
2015-06-09 14:08:51	成功插入205条数据!
2015-06-09 14:08:51	成功插入197条数据!
2015-06-09 14:08:51	成功插入203条数据!
2015-06-09 14:08:51	成功插入210条数据!
2015-06-09 14:08:56	成功插入118条数据!
2015-06-09 14:08:56	成功插入122条数据!
2015-06-09 14:08:56	成功插入106条数据!
2015-06-09 14:09:03	成功插入125条数据!
2015-06-09 14:09:09	成功插入111条数据!
2015-06-09 14:10:36	成功插入352条数据!
2015-06-09 14:10:36	成功插入368条数据!
2015-06-09 14:10:36	成功插入350条数据!
2015-06-09 14:10:37	成功插入142条数据!
2015-06-09 14:10:37	成功插入368条数据!
2015-06-09 14:10:45	成功插入202条数据!
2015-06-09 14:10:45	成功插入202条数据!
2015-06-09 14:10:45	成功插入202条数据!
2015-06-09 14:10:49	成功插入200条数据!
2015-06-09 14:10:55	成功插入200条数据!
2015-06-09 14:13:00	成功插入205条数据!
2015-06-09 14:13:00	成功插入196条数据!
2015-06-09 14:13:00	成功插入93条数据!
2015-06-09 14:13:00	成功插入203条数据!
2015-06-09 14:13:00	成功插入210条数据!
2015-06-09 14:13:05	成功插入118条数据!
2015-06-09 14:13:05	成功插入122条数据!
2015-06-09 14:13:05	成功插入106条数据!
2015-06-09 14:13:13	成功插入100条数据!
2015-06-09 14:13:20	成功插入100条数据!
2015-06-09 14:13:46	成功插入368条数据!
2015-06-09 14:13:46	成功插入142条数据!
2015-06-09 14:13:46	成功插入368条数据!
2015-06-09 14:13:46	成功插入352条数据!
2015-06-09 14:13:46	成功插入350条数据!
2015-06-09 14:13:50	成功插入202条数据!
2015-06-09 14:13:51	成功插入202条数据!
2015-06-09 14:13:51	成功插入202条数据!
2015-06-09 14:13:58	成功插入200条数据!
2015-06-09 14:14:05	成功插入200条数据!
2015-06-09 14:26:55	成功插入热门游戏350条数据!
2015-06-09 14:26:58	成功插入热门应用367条数据!
2015-06-09 14:27:02	成功插入最新游戏352条数据!
2015-06-09 14:27:05	成功插入最新应用368条数据!
2015-06-09 14:27:07	成功插入装机必备142条数据!
2015-06-09 16:44:13	成功插入热门游戏200条数据!
2015-06-09 16:44:18	成功插入热门应用200条数据!
2015-06-09 16:44:22	成功插入最新游戏206条数据!
2015-06-09 16:44:28	成功插入最新应用209条数据!
2015-06-09 16:44:33	成功插入装机必备162条数据!
2015-06-09 17:05:20	成功插入热门游戏400条数据!
2015-06-09 17:05:25	成功插入热门应用400条数据!
2015-06-09 17:05:29	成功插入最新游戏400条数据!
2015-06-09 17:05:35	成功插入最新应用400条数据!
2015-06-09 17:05:40	成功插入装机必备212条数据!
2015-06-09 17:13:54	成功插入201条数据!
2015-06-09 17:13:54	成功插入210条数据!
2015-06-09 17:13:54	成功插入201条数据!
2015-06-09 17:13:54	成功插入207条数据!
2015-06-09 17:13:54	成功插入162条数据!
2015-06-09 17:14:26	成功插入402条数据!
2015-06-09 17:14:26	成功插入402条数据!
2015-06-09 17:14:26	成功插入402条数据!
2015-06-09 17:14:26	成功插入402条数据!
2015-06-09 17:14:26	成功插入212条数据!
2015-06-09 17:15:30	成功插入热门游戏400条数据!
2015-06-09 17:16:49	成功插入热门游戏2684条数据!
2015-06-09 17:17:40	成功插入热门应用3024条数据!
2015-06-09 17:18:29	成功插入最新游戏2842条数据!
2015-06-09 17:19:17	成功插入最新应用3262条数据!
2015-06-09 17:20:13	成功插入装机必备1812条数据!
2015-06-09 17:31:55	成功插入402条数据!
2015-06-09 17:31:55	成功插入402条数据!
2015-06-09 17:31:55	成功插入402条数据!
2015-06-09 17:31:55	成功插入402条数据!
2015-06-09 17:31:55	成功插入402条数据!
2015-06-09 17:33:36	成功插入352条数据!
2015-06-09 17:33:36	成功插入201条数据!
2015-06-09 17:33:36	成功插入207条数据!
2015-06-09 17:33:36	成功插入201条数据!
2015-06-09 17:33:36	成功插入210条数据!
2015-06-09 17:35:32	成功插入2375条数据!
2015-06-09 17:35:32	成功插入1652条数据!
2015-06-09 17:35:32	成功插入2944条数据!
2015-06-09 17:35:32	成功插入2687条数据!
2015-06-09 17:35:33	成功插入3138条数据!
2015-06-09 17:37:13	成功插入2169条数据!
2015-06-09 17:37:13	成功插入2463条数据!
2015-06-09 17:37:13	成功插入2938条数据!
2015-06-09 17:37:14	成功插入1634条数据!
2015-06-09 17:37:14	成功插入2753条数据!
2015-06-09 17:44:27	成功插入热门游戏400条数据!
2015-06-09 17:44:32	成功插入热门应用400条数据!
2015-06-09 17:44:37	成功插入最新游戏400条数据!
2015-06-09 17:44:43	成功插入最新应用400条数据!
2015-06-09 17:44:48	成功插入装机必备212条数据!
2015-06-09 17:48:04	成功插入201条数据!
2015-06-09 17:48:04	成功插入162条数据!
2015-06-09 17:48:05	成功插入210条数据!
2015-06-09 17:48:05	成功插入201条数据!
2015-06-09 17:48:05	成功插入207条数据!
2015-06-09 17:48:53	成功插入201条数据!
2015-06-09 17:48:53	成功插入201条数据!
2015-06-09 17:48:53	成功插入207条数据!
2015-06-09 17:48:53	成功插入162条数据!
2015-06-09 17:48:53	成功插入210条数据!
2015-06-09 17:48:59	成功插入116条数据!
2015-06-09 17:48:59	成功插入107条数据!
2015-06-09 17:48:59	成功插入163条数据!
2015-06-09 17:49:06	成功插入100条数据!
2015-06-09 17:49:11	成功插入100条数据!
